uf;porte_do_cliente;setor_bndes;produto;ano;;desembolsos_reais
AC;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2004;sum;94000.0
AC;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2012;count;8.0
AC;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2012;sum;1071211.0
AC;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2013;count;5.0
AC;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2013;sum;878843.59
AC;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2014;count;9.0
AC;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2014;sum;1099000.0
AC;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2015;count;6.0
AC;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2015;sum;593700.0
AC;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2016;count;5.0
AC;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2016;sum;919500.0
AC;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2017;count;1.0
AC;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2017;sum;105000.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;1996;count;1.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;1996;sum;2065032.49
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;1997;count;5.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;1997;sum;285985.91000000003
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;1999;count;2.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;1999;sum;85340.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2000;count;7.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2000;sum;497278.81
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2001;count;3.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2001;sum;220772.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2002;count;1.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2002;sum;158212.48
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2003;count;2.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2003;sum;534320.86
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2004;count;3.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2004;sum;487524.56000000006
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2005;count;2.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2005;sum;267732.22000000003
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2006;count;12.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2006;sum;1714620.96
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2007;count;13.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2007;sum;2391799.13
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2008;count;10.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2008;sum;1685306.88
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2009;count;20.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2009;sum;7021202.5
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2010;count;52.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2010;sum;12659725.220000003
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2011;count;40.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2011;sum;8922071.700000001
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2012;count;17.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2012;sum;2896127.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2013;count;12.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2013;sum;2519207.3499999996
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2014;count;20.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2014;sum;3594674.2800000003
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2015;count;7.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2015;sum;775546.0499999999
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2016;count;1.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2016;sum;124000.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2019;count;1.0
AC;MICRO;INFRAESTRUTURA;BNDES FINAME;2019;sum;99120.0
AC;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2019;count;1.0
AC;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2019;sum;3499390.0
AC;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2008;count;1.0
AC;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2008;sum;175000.0
AC;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2013;count;1.0
AC;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2013;sum;172800.0
AC;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2014;count;2.0
AC;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2014;sum;1116450.0
AC;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2016;count;1.0
AC;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2016;sum;892300.0
AC;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2017;count;3.0
AC;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2017;sum;706100.0
AC;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2018;count;3.0
AC;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2018;sum;1775200.0
AC;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2019;count;1.0
AC;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2019;sum;112500.0
AC;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2020;count;4.0
AC;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2020;sum;2107640.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2001;count;3.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2001;sum;2736860.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;count;2.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;sum;351959.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;count;1.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;sum;849516.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2004;count;1.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2004;sum;748190.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;count;1.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;sum;250000.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;count;9.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;sum;12060000.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;count;7.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;sum;5928600.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2014;count;3.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2014;sum;1100000.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;count;5.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;sum;2204000.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;count;4.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;sum;3913211.6499999994
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;count;4.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;sum;2714652.51
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;count;5.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;sum;5266621.9399999995
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2001;count;1.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2001;sum;46900.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;count;4.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;sum;792128.3500000001
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;count;3.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;sum;624109.06
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;count;2.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;sum;198988.8
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;count;2.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;sum;229931.28
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;count;1.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;sum;381599.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;count;7.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;sum;3384876.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;count;14.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;sum;5163335.640000001
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;count;3.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;sum;4951000.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;count;9.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;sum;4317576.2
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;count;18.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;sum;9053574.44
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;count;27.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;sum;8388351.6
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;count;19.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;sum;8224913.41
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;count;14.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;sum;6957105.6
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;count;10.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;sum;2393839.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;count;2.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;sum;402500.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;count;4.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;sum;928151.6300000001
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;count;5.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;sum;2699274.6
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;count;9.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;sum;3682717.39
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;count;8.0
AC;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;sum;2916290.0
AC;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2012;count;3.0
AC;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2012;sum;1500000.0
AC;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2013;count;1.0
AC;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2013;sum;310000.0
AC;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2017;count;1.0
AC;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2017;sum;380000.0
AC;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2018;count;2.0
AC;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2018;sum;2700000.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2001;count;1.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2001;sum;93600.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2007;count;2.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2007;sum;596687.98
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2008;count;2.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2008;sum;149502.53
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2009;count;2.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2009;sum;382056.12
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2010;count;4.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2010;sum;1231800.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2012;count;6.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2012;sum;2384939.56
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2013;count;3.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2013;sum;420189.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2014;count;9.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2014;sum;5124488.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2015;count;3.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2015;sum;405000.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2016;count;3.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2016;sum;6922209.52
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2018;count;2.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2018;sum;452600.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2019;count;1.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2019;sum;499000.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2020;count;1.0
AC;MÉDIA;INDUSTRIA;BNDES FINAME;2020;sum;1454054.59
AC;MÉDIA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2012;count;1.0
AC;MÉDIA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2012;sum;350000.0
AC;MÉDIA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2014;count;1.0
AC;MÉDIA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2014;sum;500000.0
AC;MÉDIA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2015;count;1.0
AC;MÉDIA;INFRAESTRUTURA;BNDES AUTOMÁTICO;2015;sum;1720000.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;1999;count;1.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;1999;sum;59600.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2001;count;2.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2001;sum;143748.62
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2002;count;1.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2002;sum;174750.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2004;count;1.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2004;sum;101700.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2005;count;3.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2005;sum;3809249.9
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2006;count;5.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2006;sum;2924700.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2007;count;2.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2007;sum;273600.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2008;count;9.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2008;sum;4353760.3100000005
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2009;count;9.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2009;sum;3928767.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2010;count;16.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2010;sum;10993650.27
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2011;count;15.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2011;sum;5267288.78
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2012;count;12.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2012;sum;2466190.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2013;count;5.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2013;sum;1503702.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2014;count;4.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2014;sum;3260943.2
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2015;count;2.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2015;sum;1612800.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2016;count;8.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2016;sum;8811403.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2017;count;7.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2017;sum;1803900.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2018;count;9.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2018;sum;13035999.379999999
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2019;count;1.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2019;sum;5265000.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2020;count;2.0
AC;MÉDIA;INFRAESTRUTURA;BNDES FINAME;2020;sum;2650000.0
AC;PEQUENA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2011;count;2.0
AC;PEQUENA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2011;sum;4505898.47
AC;PEQUENA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2012;count;1.0
AC;PEQUENA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2012;sum;384170.06
AC;PEQUENA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2016;count;5.0
AC;PEQUENA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2016;sum;5335092.67
AC;PEQUENA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2017;count;2.0
AC;PEQUENA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2017;sum;690000.0
AC;PEQUENA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2018;count;5.0
AC;PEQUENA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2018;sum;979788.0
AC;PEQUENA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2019;count;4.0
AC;PEQUENA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2019;sum;640000.0
AC;PEQUENA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2020;count;8.0
AC;PEQUENA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2020;sum;2490546.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2010;count;1.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2010;sum;84000.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2011;count;1.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2011;sum;247500.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2013;count;5.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2013;sum;914500.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2014;count;4.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2014;sum;1126600.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2015;count;2.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2015;sum;561600.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2016;count;2.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2016;sum;266400.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2017;count;2.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2017;sum;959000.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2018;count;8.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2018;sum;1101042.4
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2019;count;11.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2019;sum;1916100.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2020;count;6.0
AC;PEQUENA;AGROPECUÁRIA;BNDES FINAME;2020;sum;2041831.4
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;count;2.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;sum;90000.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;count;1.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;sum;901420.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2005;count;1.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2005;sum;836036.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;count;2.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;sum;737200.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;count;18.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;sum;19351697.74
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;count;24.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;sum;14829015.96
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2014;count;21.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2014;sum;6927500.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;count;21.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;sum;11359900.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;count;16.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;sum;6272953.33
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;count;10.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;sum;1842000.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;count;18.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;sum;2866800.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2019;count;3.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2019;sum;949695.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;count;6.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;sum;717000.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2000;count;4.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2000;sum;196417.63
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2001;count;10.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2001;sum;799498.8099999999
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;count;14.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;sum;1889886.72
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;count;7.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;sum;669436.6699999999
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;count;5.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;sum;2741348.76
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;count;3.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;sum;858247.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;count;14.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;sum;2023246.78
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;count;8.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;sum;3501449.25
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;count;4.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;sum;1368940.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;count;22.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;sum;6133546.21
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;count;13.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;sum;4876014.99
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;count;21.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;sum;7974054.449999999
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;count;32.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;sum;12853231.700000001
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;count;30.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;sum;8768888.51
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;count;8.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;sum;1827725.9999999998
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;count;3.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;sum;364700.0
AC;PEQUENA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;count;1.0
