uf;porte_do_cliente;setor_bndes;produto;ano;;desembolsos_reais
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;count;9.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;sum;327645.07
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;count;8.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;sum;266885.19999999995
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2004;count;11.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2004;sum;235887.38000000003
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2005;count;6.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2005;sum;157855.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2006;count;36.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2006;sum;882448.06
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2007;count;91.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2007;sum;1471698.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2008;count;5.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2008;sum;102000.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;count;13.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;sum;406400.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;count;7.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;sum;569584.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;count;2.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;sum;119416.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;count;10.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;sum;4608000.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;count;13.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;sum;5922669.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;count;8.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;sum;552804.16
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;count;33.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;sum;3083688.7800000003
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;count;78.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;sum;8657257.72
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;count;72.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;sum;5824472.8100000005
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2019;count;33.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2019;sum;4179900.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;count;103.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;sum;14809320.8
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;1995;count;8.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;1995;sum;364285.11
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;1996;count;7.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;1996;sum;314574.97
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;1997;count;6.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;1997;sum;341525.02999999997
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;1998;count;16.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;1998;sum;777568.1
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;1999;count;5.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;1999;sum;343805.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2000;count;7.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2000;sum;550462.1900000001
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2001;count;13.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2001;sum;1101697.62
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;count;14.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;sum;1499089.29
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;count;60.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;sum;7703843.799999999
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;count;16.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;sum;2331630.13
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;count;9.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;sum;1650266.78
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;count;15.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;sum;2269290.17
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;count;23.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;sum;3012329.1000000006
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;count;26.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;sum;3851780.31
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;count;34.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;sum;5499555.909999999
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;count;94.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;sum;20213379.979999993
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;count;134.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;sum;30983032.529999997
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;count;244.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;sum;52584558.82000001
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;count;324.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;sum;83182634.99999999
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;count;250.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;sum;63716441.29000002
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;count;130.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;sum;20405655.639999997
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;count;56.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;sum;8739882.91
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;count;26.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;sum;2894758.28
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;count;7.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;sum;1613550.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;count;6.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;sum;1444417.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;count;10.0
MS;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;sum;1736910.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;1995;count;22.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;1995;sum;1982896.0300000003
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;1996;count;6.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;1996;sum;511142.95
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;1997;count;4.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;1997;sum;134841.94
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;1998;count;7.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;1998;sum;172738.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2001;count;4.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2001;sum;37303.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2002;count;2.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2002;sum;13081.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2003;count;3.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2003;sum;86223.72
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2004;count;1.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2004;sum;20000.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2006;count;3.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2006;sum;58485.97
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2007;count;17.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2007;sum;147653.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2008;count;5.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2008;sum;208003.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2009;count;3.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2009;sum;296828.41000000003
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2011;count;5.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2011;sum;765544.03
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2012;count;33.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2012;sum;3419474.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2013;count;4.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2013;sum;566081.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2014;count;2.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2014;sum;350000.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2015;count;1.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2015;sum;1000.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2016;count;4.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2016;sum;278340.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2017;count;10.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2017;sum;898940.98
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2018;count;15.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2018;sum;1498000.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2020;count;14.0
MS;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2020;sum;1730000.0
MS;MICRO;INDUSTRIA;BNDES FINAME;1995;count;42.0
MS;MICRO;INDUSTRIA;BNDES FINAME;1995;sum;2504485.630000002
MS;MICRO;INDUSTRIA;BNDES FINAME;1996;count;5.0
MS;MICRO;INDUSTRIA;BNDES FINAME;1996;sum;902269.34
MS;MICRO;INDUSTRIA;BNDES FINAME;1997;count;12.0
MS;MICRO;INDUSTRIA;BNDES FINAME;1997;sum;1202834.6
MS;MICRO;INDUSTRIA;BNDES FINAME;1998;count;8.0
MS;MICRO;INDUSTRIA;BNDES FINAME;1998;sum;1228947.06
MS;MICRO;INDUSTRIA;BNDES FINAME;1999;count;7.0
MS;MICRO;INDUSTRIA;BNDES FINAME;1999;sum;2442839.2
MS;MICRO;INDUSTRIA;BNDES FINAME;2000;count;11.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2000;sum;1644528.87
MS;MICRO;INDUSTRIA;BNDES FINAME;2001;count;9.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2001;sum;1234195.08
MS;MICRO;INDUSTRIA;BNDES FINAME;2002;count;10.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2002;sum;1058405.8599999999
MS;MICRO;INDUSTRIA;BNDES FINAME;2003;count;27.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2003;sum;5476748.15
MS;MICRO;INDUSTRIA;BNDES FINAME;2004;count;8.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2004;sum;535215.6900000001
MS;MICRO;INDUSTRIA;BNDES FINAME;2005;count;7.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2005;sum;962577.69
MS;MICRO;INDUSTRIA;BNDES FINAME;2006;count;8.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2006;sum;834380.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2007;count;7.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2007;sum;822010.95
MS;MICRO;INDUSTRIA;BNDES FINAME;2008;count;11.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2008;sum;748444.63
MS;MICRO;INDUSTRIA;BNDES FINAME;2009;count;9.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2009;sum;1032573.5
MS;MICRO;INDUSTRIA;BNDES FINAME;2010;count;34.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2010;sum;6989842.6
MS;MICRO;INDUSTRIA;BNDES FINAME;2011;count;42.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2011;sum;8454168.55
MS;MICRO;INDUSTRIA;BNDES FINAME;2012;count;67.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2012;sum;10330983.31
MS;MICRO;INDUSTRIA;BNDES FINAME;2013;count;82.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2013;sum;12263353.379999999
MS;MICRO;INDUSTRIA;BNDES FINAME;2014;count;59.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2014;sum;9863733.969999999
MS;MICRO;INDUSTRIA;BNDES FINAME;2015;count;34.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2015;sum;3535438.4000000004
MS;MICRO;INDUSTRIA;BNDES FINAME;2016;count;13.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2016;sum;2182424.14
MS;MICRO;INDUSTRIA;BNDES FINAME;2017;count;8.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2017;sum;1715798.74
MS;MICRO;INDUSTRIA;BNDES FINAME;2018;count;1.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2018;sum;138600.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2019;count;1.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2019;sum;400000.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2020;count;1.0
MS;MICRO;INDUSTRIA;BNDES FINAME;2020;sum;399500.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2005;count;4.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2005;sum;773775.23
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2006;count;7.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2006;sum;523500.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2007;count;16.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2007;sum;459795.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2008;count;4.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2008;sum;925406.4
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2009;count;7.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2009;sum;1434700.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2010;count;1.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2010;sum;33000.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2011;count;3.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2011;sum;1626727.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2012;count;2.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2012;sum;516786.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2013;count;2.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2013;sum;550000.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2014;count;1.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2014;sum;407158.36
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2015;count;2.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2015;sum;372000.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2016;count;4.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2016;sum;350000.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2017;count;10.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2017;sum;851725.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2018;count;10.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2018;sum;779000.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2019;count;2.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2019;sum;380000.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2020;count;13.0
MS;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2020;sum;2068837.33
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;1995;count;66.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;1995;sum;7123315.060000003
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;1996;count;6.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;1996;sum;281789.29
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;1997;count;22.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;1997;sum;1696300.45
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;1998;count;16.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;1998;sum;1111719.32
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;1999;count;6.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;1999;sum;362789.23
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2000;count;17.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2000;sum;1205364.4400000002
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2001;count;13.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2001;sum;1171026.2
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2002;count;26.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2002;sum;4650481.900000001
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2003;count;50.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2003;sum;10310269.04
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2004;count;20.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2004;sum;8076579.350000001
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2005;count;63.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2005;sum;12197584.33
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2006;count;68.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2006;sum;16117083.09
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2007;count;106.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2007;sum;30092815.75
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2008;count;101.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2008;sum;40725434.609999985
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2009;count;199.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2009;sum;68046616.06
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2010;count;393.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2010;sum;190313555.66999996
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2011;count;416.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2011;sum;170144875.28000006
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2012;count;256.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2012;sum;86992656.38999997
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2013;count;287.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2013;sum;152746571.68999994
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2014;count;305.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2014;sum;143022301.42000005
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2015;count;167.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2015;sum;33365208.139999997
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2016;count;66.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2016;sum;18538383.54
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2017;count;23.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2017;sum;5196358.470000001
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2018;count;31.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2018;sum;7384193.600000001
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2019;count;13.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2019;sum;3021433.57
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2020;count;22.0
MS;MICRO;INFRAESTRUTURA;BNDES FINAME;2020;sum;7779820.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;1996;count;5.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;1996;sum;3085026.06
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;1997;count;3.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;1997;sum;424095.20999999996
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;1998;count;1.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;1998;sum;454930.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;1999;count;6.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;1999;sum;1320694.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2000;count;1.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2000;sum;400000.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2003;count;2.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2003;sum;300000.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2008;count;1.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2008;sum;109080.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2009;count;2.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2009;sum;1290671.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2010;count;1.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2010;sum;478737.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2011;count;3.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2011;sum;2668600.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2012;count;11.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2012;sum;4997964.000000001
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2013;count;4.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2013;sum;1595816.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2015;count;4.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2015;sum;4718128.22
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2016;count;5.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2016;sum;9090838.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2017;count;19.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2017;sum;19372450.18
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2018;count;37.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2018;sum;38843771.99
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2019;count;63.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2019;sum;66792645.870000005
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2020;count;67.0
MS;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2020;sum;65854937.09
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;1998;count;2.0
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;1998;sum;396099.99
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;1999;count;2.0
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;1999;sum;279578.8
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2002;count;4.0
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2002;sum;189414.5
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2003;count;2.0
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2003;sum;484101.64
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2004;count;7.0
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2004;sum;4289473.32
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2005;count;5.0
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2005;sum;3831226.5999999996
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2006;count;1.0
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2006;sum;548800.0
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2007;count;5.0
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2007;sum;6268006.0
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2008;count;11.0
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2008;sum;5306826.0
MS;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2009;count;6.0
